match_id,team_id,shot_number,player1_id,shot_type
58402,8668,1,39618,distance
58402,8668,2,24846,blocked_shot
58402,10252,3,24751,blocked_shot
58402,10252,4,38807,blocked_shot
58402,10252,5,38807,blocked_shot
58402,8668,6,30876,blocked_shot
58402,10252,7,23264,deflected
58402,10252,8,23354,volley
58402,10252,9,26165,shot
48892,8667,1,23333,distance
48892,8191,2,11496,shot
48892,8191,3,38856,distance
48892,8667,4,97489,shot
48892,8667,5,32577,distance
48892,8667,6,39073,direct_freekick
48892,8191,7,23185,distance
48892,8191,8,28109,shot
51858,8455,1,30631,blocked_shot
51858,8559,2,34261,header
51858,8455,3,37804,shot
51858,8455,4,30822,header
51858,8559,5,11576,header
51858,8455,6,30822,shot
51858,8559,7,11576,distance
51858,8455,8,31306,blocked_shot
51858,8455,9,31306,blocked_shot
51858,8455,10,37804,distance
51858,8455,11,30822,blocked_shot
51858,8559,12,34261,blocked_shot
51858,8455,13,30822,shot
51858,8455,14,30822,shot
51858,8455,15,30822,shot
51858,8455,16,37804,distance
51858,8455,17,30911,header
51858,8455,18,37804,shot
51858,8559,19,23937,blocked_shot
51858,8559,20,23934,blocked_shot
51858,8455,21,30699,blocked_shot
55532,8658,1,31073,deflected
55532,8658,2,31073,shot
55532,8456,3,33781,deflected
55532,8456,4,30367,distance
55532,8456,5,33781,deflected
55532,8658,6,24002,distance
55532,8456,7,30646,deflected
55532,8658,8,33049,shot
55532,8456,9,33086,shot
55532,8456,10,38817,shot
55532,8456,11,30635,blocked_shot
55532,8456,12,30367,deflected
55532,8658,13,33049,blocked_shot
44481,9825,1,3520,blocked_shot
44481,9825,2,3520,shot
44481,8586,3,30830,volley
44481,9825,4,3520,blocked_shot
44481,9825,5,30613,shot
44481,9825,6,30843,shot
44481,9825,7,27277,blocked_shot
44481,9825,8,41704,shot
44481,8586,9,23760,direct_freekick
44481,8586,10,30830,header
44481,8586,11,30830,header
44481,8586,12,30830,distance
44481,9825,13,41704,header
44481,8586,14,23760,blocked_shot
46795,8602,1,32148,distance
46795,10194,2,24408,header
46795,10194,3,24001,blocked_shot
46795,10194,4,24001,header
46795,10194,5,40005,header
46795,8602,6,35466,blocked_shot
46795,8602,7,23291,blocked_shot
46795,8602,8,31317,blocked_shot
46795,8602,9,27372,header
43573,8654,1,37169,distance
43573,8654,2,34543,distance
43573,8654,3,30966,distance
43573,8654,4,34543,volley
43573,8472,5,156008,deflected
43573,8654,6,31020,header
43573,8472,7,23949,shot
43573,8472,8,34275,big chance header
43573,8654,9,31020,distance
43573,8472,10,156008,volley
43573,8472,11,23949,shot
53372,8528,1,71550,blocked_shot
53372,9879,2,37266,blocked_shot
53372,8528,3,40015,distance
53372,8528,4,29581,distance
53372,8528,5,71550,shot
53372,8528,6,71550,deflected
53372,8528,7,71550,deflected
53372,9879,8,30956,blocked_shot
53372,9879,9,30956,direct_freekick
53372,9879,10,24664,shot
53372,8528,11,25005,shot
53372,8528,12,129817,header
53372,8528,13,71550,blocked_shot
53372,8528,14,30953,blocked_shot
53372,8528,15,29581,shot
53372,8528,16,25005,header
53372,9879,17,34574,blocked_shot
53372,9879,18,34574,shot
53372,8528,19,29581,direct_freekick
33856,10194,1,38755,distance
33856,10194,2,24773,deflected
33856,8667,3,23438,header
33856,10194,4,23253,blocked_shot
33856,8667,5,24843,distance
33856,8667,6,24843,distance
58903,8602,1,23291,header
58903,9825,2,30613,blocked_shot
58903,9825,3,75489,shot
58903,9825,4,75489,header
58903,9825,5,30843,deflected
58903,9825,6,30843,blocked_shot
58903,9825,7,3520,shot
58903,9825,8,,shot
58903,8602,9,31317,blocked_shot
58903,9825,10,30843,blocked_shot
58903,8602,11,35466,blocked_shot
34904,8654,1,119351,blocked_shot
34904,8654,2,24223,shot
34904,8654,3,39306,direct_freekick
34904,8668,4,30876,shot
34904,8654,5,24223,blocked_shot
34904,8668,6,46810,shot
34904,8654,7,119351,shot
34904,8668,8,24160,shot
34904,8668,9,30839,blocked_shot
34904,8654,10,41475,direct_freekick
34904,8654,11,24223,blocked_shot
34904,8654,12,119351,big chance shot
53310,8586,1,24635,volley
53310,8472,2,30352,blocked_shot
53310,8472,3,156008,blocked_shot
53310,8472,4,30352,shot
53310,8472,5,38802,deflected
53310,8472,6,17866,blocked_shot
53310,8472,7,38802,distance
53310,8472,8,23949,header
53310,8586,9,40006,blocked_shot
53310,8586,10,38820,blocked_shot
53310,8472,11,34275,header
53310,8586,12,24656,blocked_shot
52672,8456,1,33086,header
52672,8191,2,38504,header
52672,8456,3,33781,shot
52672,8456,4,38817,shot
52672,8456,5,38817,direct_freekick
52672,8456,6,38817,shot
52672,8456,7,38817,shot
52672,8456,8,30367,blocked_shot
42888,8650,1,41175,shot
42888,8650,2,41175,shot
42888,8650,3,37139,shot
42888,8650,4,37920,blocked_shot
42888,8650,5,38818,distance
42888,8650,6,95327,blocked_shot
42888,8650,7,37920,blocked_shot
42888,8650,8,95327,blocked_shot
42888,8650,9,24800,blocked_shot
42888,8650,10,37139,deflected
42888,8650,11,95327,distance
42888,8650,12,38818,blocked_shot
42888,8650,13,22764,blocked_shot
42888,8650,14,34036,blocked_shot
42888,8650,15,37139,blocked_shot
49638,10252,1,26165,header
49638,10252,2,23264,shot
49638,10252,3,24211,blocked_shot
49638,10252,4,23264,header
49638,8559,5,24372,shot
49638,8559,6,23783,blocked_shot
49638,8559,7,35532,shot
49638,8559,8,23934,header
49638,10252,9,30357,shot
49638,10252,10,23264,blocked_shot
49638,8559,11,,header
49638,10252,12,139672,shot
49638,8559,13,23937,blocked_shot
49638,8559,14,,shot
49638,10252,15,23354,direct_freekick
40160,8655,1,30342,header
40160,8655,2,30342,distance
40160,8655,3,34176,shot
40160,8462,4,25421,distance
40160,8462,5,25421,shot
40160,8655,6,34176,blocked_shot
40160,8655,7,34176,deflected
40846,8455,1,31306,shot
40846,8455,2,30631,blocked_shot
40846,8455,3,37804,distance
40846,10260,4,34944,distance
40846,8455,5,37804,shot
40846,10260,6,30829,blocked_shot
40846,8455,7,30822,blocked_shot
40846,10260,8,24148,blocked_shot
40846,8455,9,30631,distance
40846,10260,10,30829,distance
40846,10260,11,30829,blocked_shot
40846,10260,12,35327,blocked_shot
40846,10260,13,39968,blocked_shot
40846,10260,14,32569,blocked_shot
48252,8658,1,31953,shot
48252,9879,2,24737,deflected
48252,9879,3,24737,blocked_shot
48252,9879,4,30956,big chance shot
48252,9879,5,24741,blocked_shot
48252,9879,6,30956,shot
50746,9825,1,31435,shot
50746,9825,2,63520,blocked_shot
50746,8472,3,17866,blocked_shot
50746,9825,4,30613,blocked_shot
50746,9825,5,75489,distance
50746,9825,6,26181,blocked_shot
33500,8462,1,30901,blocked_shot
33500,8462,2,23939,distance
33500,10194,3,24001,direct_freekick
33500,8462,4,26108,blocked_shot
33500,8462,5,24528,blocked_shot
33500,8462,6,25421,distance
33500,10194,7,38755,deflected
33500,10194,8,38755,shot
33500,8462,9,25421,distance
33500,8462,10,25421,blocked_shot
33500,8462,11,27335,blocked_shot
33500,8462,12,25421,blocked_shot
33500,8462,13,26108,distance
30784,8191,1,38856,distance
30784,10252,2,23264,shot
30784,10252,3,23354,blocked_shot
30784,8191,4,23074,distance
30784,10252,5,23283,blocked_shot
30784,8191,6,32627,distance
30784,10252,7,23354,blocked_shot
30784,10252,8,30892,blocked_shot
49359,8602,1,34433,blocked_shot
49359,8455,2,31906,shot
49359,8455,3,30675,blocked_shot
49359,8602,4,23629,blocked_shot
49359,8455,5,26564,blocked_shot
49359,8455,6,30630,blocked_shot
49359,8602,7,34433,header
49359,8455,8,30679,shot
49359,8455,9,30679,blocked_shot
49359,8455,10,26564,shot
49359,8455,11,30675,distance
49359,8455,12,30679,blocked_shot
49359,8602,13,23866,blocked_shot
49359,8455,14,30675,blocked_shot
49359,8455,15,30630,blocked_shot
49359,8455,16,26564,direct_freekick
50512,8654,1,,
50512,8654,2,34543,blocked_shot
50512,8667,3,70297,blocked_shot
50512,8667,4,24843,shot
50512,8667,5,24843,blocked_shot
50512,8654,6,31020,shot
50512,8667,7,24843,deflected
50512,8654,8,24223,distance
50512,8667,9,32577,blocked_shot
50512,8654,10,160496,distance
50512,8654,11,34543,distance
50512,8654,12,34543,shot
50512,8654,13,109898,header
50512,8667,14,39073,blocked_shot
46212,8650,1,22764,header
46212,8650,2,37139,deflected
46212,8650,3,38818,distance
46212,8650,4,95327,blocked_shot
46212,8650,5,30618,blocked_shot
46212,8650,6,41175,blocked_shot
46212,8456,7,30367,shot
46212,8456,8,30367,blocked_shot
46212,8456,9,38817,distance
46212,8650,10,37139,deflected
43986,10260,1,32569,blocked_shot
43986,10260,2,24154,distance
43986,8668,3,30735,shot
43986,10260,4,24148,blocked_shot
43986,10260,5,35327,blocked_shot
43986,10260,6,30619,shot
43986,8668,7,30839,distance
43986,10260,8,30619,deflected
43986,8668,9,39618,header
43986,8668,10,24160,distance
43986,8668,11,30839,deflected
43986,8668,12,109058,shot
43986,10260,13,32569,deflected
46420,8586,1,30895,shot
46420,8528,2,25005,blocked_shot
46420,8586,3,97988,distance
46420,8528,4,30953,shot
46420,8528,5,29581,direct_freekick
46420,8586,6,30348,distance
46420,8586,7,24656,blocked_shot
46420,8586,8,30830,shot
46420,8586,9,30830,header
46420,8528,10,25005,distance
46420,8586,11,30348,blocked_shot
33244,8655,1,49825,deflected
33244,8655,2,30842,blocked_shot
33244,8559,3,24372,blocked_shot
33244,8655,4,30342,big chance shot
33244,8559,5,24372,deflected
33244,8559,6,24372,direct_freekick
33244,8655,7,23927,volley
33244,8655,8,30842,blocked_shot
33244,8655,9,34176,header
33244,8559,10,24372,distance
33244,8655,11,30842,shot
33244,8559,12,24372,blocked_shot
33244,8559,13,30753,big chance shot
33244,8655,14,34947,blocked_shot
33244,8559,15,23934,deflected
59942,10260,1,24148,blocked_shot
59942,8462,2,30901,shot
59942,8462,3,25421,distance
59942,8462,4,26108,header
59942,8462,5,23953,blocked_shot
59942,8462,6,25421,blocked_shot
59942,10260,7,30373,blocked_shot
59942,8462,8,26108,direct_freekick
59942,10260,9,30829,blocked_shot
59942,10260,10,24154,shot
59942,8462,11,27335,blocked_shot
59942,8462,12,26108,blocked_shot
59942,8462,13,27335,distance
59942,8462,14,25543,blocked_shot
59942,8462,15,25543,bicycle_kick
32968,8191,1,38504,shot
32968,8191,2,23349,blocked_shot
32968,8654,3,160496,shot
32968,8191,4,23185,distance
32968,8191,5,38856,blocked_shot
32968,8191,6,38856,blocked_shot
32968,8191,7,11496,blocked_shot
32968,8191,8,38856,bicycle_kick
32968,8654,9,160496,distance
32968,8191,10,38504,deflected
32968,8191,11,32627,blocked_shot
32968,8654,12,160496,blocked_shot
50711,8658,1,33049,distance
50711,8658,2,35443,volley
50711,8658,3,31953,deflected
50711,8658,4,31953,volley
50711,8658,5,33049,deflected
50711,8658,6,24002,deflected
50711,8602,7,23538,volley
50711,8658,8,31073,deflected
50711,8602,9,23291,blocked_shot
50711,8602,10,23291,deflected
59869,8456,1,38817,blocked_shot
59869,8456,2,38817,shot
59869,8667,3,39073,distance
59869,8667,4,23438,shot
59869,8456,5,33974,shot
59869,8456,6,30367,distance
59869,8456,7,30367,blocked_shot
59869,8456,8,38817,blocked_shot
44406,9879,1,24737,deflected
44406,9879,2,26461,blocked_shot
44406,8559,3,24372,blocked_shot
44406,8559,4,24336,deflected
44406,9879,5,37266,blocked_shot
44406,9879,6,26461,header
44406,9879,7,34574,blocked_shot
44406,9879,8,30956,blocked_shot
44406,9879,9,30956,deflected
44406,9879,10,26461,header
44406,9879,11,34574,shot
44406,9879,12,26461,shot
44611,8650,1,37139,blocked_shot
44611,8650,2,41175,shot
44611,8650,3,38818,deflected
44611,8650,4,30618,distance
44611,8668,5,10491,bicycle_kick
44611,8668,6,40792,shot
44611,8668,7,39618,blocked_shot
44611,8650,8,47547,header
44611,8668,9,39618,blocked_shot
44611,8668,10,36012,distance
44611,8650,11,34036,blocked_shot
44611,8668,12,30876,header
44611,8668,13,39618,shot
44611,8650,14,37920,shot
44611,8650,15,37920,shot
59202,8655,1,49825,shot
59202,8655,2,38711,distance
59202,10194,3,24411,distance
59202,10194,4,24411,big chance shot
59202,10194,5,24435,volley
59202,10194,6,24435,shot
59202,8655,7,23921,shot
59202,10194,8,24773,blocked_shot
59202,8655,9,30849,blocked_shot
59202,8655,10,23916,blocked_shot
39807,8586,1,38820,shot
39807,10252,2,33863,header
39807,8586,3,24656,blocked_shot
39807,8586,4,,shot
39807,8586,5,30348,shot
39807,8586,6,24531,shot
39807,8586,7,24656,distance
39807,8586,8,38820,blocked_shot
39807,8586,9,,shot
39807,8586,10,24531,header
39807,8586,11,38820,distance
39807,8586,12,24656,deflected
39807,8586,13,38820,blocked_shot
39807,8586,14,30348,blocked_shot
39807,8586,15,38820,deflected
39807,10252,16,24780,blocked_shot
39807,8586,17,24656,shot
39807,8586,18,30348,blocked_shot
39807,8586,19,24656,blocked_shot
39807,8586,20,24656,deflected
47756,9825,1,30613,blocked_shot
47756,8455,2,37804,blocked_shot
47756,9825,3,26181,blocked_shot
47756,8455,4,30822,header
47756,9825,5,26181,distance
47756,8455,6,30627,blocked_shot
47756,9825,7,30613,blocked_shot
47756,9825,8,30613,blocked_shot
47756,9825,9,3520,blocked_shot
47756,9825,10,3520,blocked_shot
47756,9825,11,30613,header
47756,8455,12,30822,deflected
47756,9825,13,26005,blocked_shot
44588,8528,1,25005,distance
44588,8528,2,30953,distance
44588,8528,3,29581,blocked_shot
44588,8528,4,24230,header
44588,8528,5,71550,shot
44588,8528,6,29581,blocked_shot
44588,8528,7,71550,shot
44588,8528,8,71550,shot
59985,8462,1,27335,distance
59985,8191,2,23074,direct_freekick
59985,8191,3,32627,big chance shot
59985,8191,4,11496,blocked_shot
59985,8462,5,30901,header
59985,8191,6,28109,blocked_shot
59985,8191,7,28109,distance
59985,8191,8,32627,volley
59985,8191,9,23185,blocked_shot
33297,10260,1,40961,blocked_shot
33297,10260,2,30373,blocked_shot
33297,8654,3,160496,deflected
33297,10260,4,24154,shot
33297,8654,5,109897,header
33297,8654,6,41475,direct_freekick
33297,8654,7,33312,blocked_shot
33297,8654,8,41475,blocked_shot
33297,8654,9,41475,distance
35897,8658,1,33049,blocked_shot
35897,8658,2,33049,blocked_shot
35897,8658,3,31073,shot
35897,8528,4,40015,blocked_shot
35897,8658,5,33049,big chance shot
35897,8658,6,33049,shot
35897,8528,7,29581,direct_freekick
35897,8528,8,25005,shot
35897,8528,9,71550,shot
35897,8528,10,71550,shot
35897,8658,11,31073,bicycle_kick
35897,8658,12,31953,header
35897,8658,13,24002,blocked_shot
35897,8528,14,29581,shot
35897,8658,15,31953,deflected
35897,8658,16,35443,direct_freekick
35897,8528,17,118929,direct_freekick
37299,8559,1,30753,distance
37299,8602,2,34433,blocked_shot
37299,8602,3,23538,deflected
37299,8602,4,32581,header
37299,8602,5,23538,distance
37299,8559,6,23784,blocked_shot
37299,8559,7,30753,distance
37299,8602,8,31317,deflected
37299,8559,9,24372,direct_freekick
37299,8559,10,24372,shot
37299,8602,11,24676,shot
37299,8602,12,34433,header
37299,8559,13,30753,distance
37299,8559,14,30753,shot
37299,8559,15,24372,blocked_shot
41796,8455,1,30822,shot
41796,8455,2,30631,shot
41796,8455,3,37804,shot
41796,8456,4,23782,blocked_shot
41796,8456,5,30831,distance
41796,8456,6,30367,blocked_shot
41796,8456,7,24208,header
41796,8456,8,30367,blocked_shot
41796,8456,9,30960,blocked_shot
41796,8456,10,33974,shot
41796,8455,11,31306,shot
41796,8455,12,38834,blocked_shot
41796,8455,13,37804,shot
41796,8456,14,33974,shot
40605,8472,1,38802,shot
40605,9879,2,30956,blocked_shot
40605,9879,3,26461,shot
40605,8472,4,38802,distance
40605,8472,5,30988,big chance shot
40605,8472,6,23949,blocked_shot
40605,8472,7,24116,distance
40605,9879,8,30956,deflected
42197,8586,1,30895,blocked_shot
42197,8668,2,109058,shot
42197,8586,3,30348,shot
42197,8586,4,30895,blocked_shot
42197,8586,5,30348,shot
42197,8668,6,30876,blocked_shot
42197,8586,7,38820,blocked_shot
42197,8668,8,24846,direct_freekick
42197,8668,9,109058,blocked_shot
42197,8586,10,30348,shot
42197,8586,11,30830,header
42197,8668,12,24160,volley
42197,8586,13,30348,blocked_shot
47307,8650,1,30618,blocked_shot
47307,8655,2,19020,deflected
47307,8655,3,19020,header
47307,8650,4,30618,blocked_shot
47307,8650,5,38818,blocked_shot
47307,8650,6,30618,distance
47307,8650,7,30618,blocked_shot
47307,8650,8,37139,blocked_shot
47307,8655,9,49825,shot
47307,8650,10,37139,blocked_shot
47307,8650,11,30618,blocked_shot
47307,8650,12,37139,blocked_shot
47307,8650,13,25984,distance
47307,8650,14,37139,distance
32217,10252,1,38807,deflected
32217,10252,2,23354,blocked_shot
32217,10252,3,23264,blocked_shot
32217,8667,4,23034,blocked_shot
32217,8667,5,34437,blocked_shot
32217,10252,6,23354,distance
32217,10252,7,23264,distance
32217,10252,8,38807,blocked_shot
36637,9825,1,3520,shot
36637,9825,2,26181,shot
36637,10194,3,23369,header
36637,9825,4,30613,shot
36637,10194,5,42183,distance
36637,9825,6,3520,shot
36637,10194,7,42183,deflected
36637,9825,8,3520,deflected
36637,9825,9,3520,blocked_shot
36637,10194,10,38755,distance
36637,9825,11,75489,distance
30301,10260,1,34944,distance
30301,10252,2,24211,header
30301,10260,3,30829,blocked_shot
30301,10252,4,23264,distance
30301,10260,5,24154,blocked_shot
30301,10252,6,30892,blocked_shot
30301,10260,7,30829,distance
30301,10252,8,23264,distance
30301,10260,9,30829,blocked_shot
30301,10260,10,30829,distance
30301,10260,11,30829,blocked_shot
30301,10260,12,30865,header
30301,10260,13,34944,blocked_shot
30301,10260,14,27430,shot
43635,8528,1,29581,distance
43635,10194,2,42183,blocked_shot
43635,8528,3,71550,blocked_shot
43635,8528,4,118929,blocked_shot
43635,8528,5,71550,direct_freekick
43635,8528,6,71550,header
43635,10194,7,24133,deflected
43635,10194,8,42183,blocked_shot
43635,10194,9,38899,deflected
43635,10194,10,42183,deflected
43635,10194,11,24411,deflected
43635,8528,12,111865,blocked_shot
43635,8528,13,118929,blocked_shot
32563,8472,1,24157,blocked_shot
32563,8472,2,156008,direct_freekick
32563,8462,3,25421,distance
32563,8472,4,30988,shot
32563,8472,5,23949,blocked_shot
32563,8472,6,23949,blocked_shot
32563,8472,7,23949,blocked_shot
32563,8462,8,25421,direct_freekick
32563,8472,9,23949,blocked_shot
32563,8472,10,26171,header
32563,8462,11,26108,distance
32563,8462,12,26108,blocked_shot
32563,8472,13,156008,distance
38190,8586,1,38820,blocked_shot
38190,8586,2,30348,distance
38190,8586,3,30895,blocked_shot
38190,8586,4,30348,shot
38190,8586,5,30895,distance
38190,8586,6,30348,blocked_shot
38190,8602,7,34433,shot
38190,8586,8,30348,blocked_shot
38190,8586,9,30830,header
38190,8586,10,38820,blocked_shot
38190,8586,11,30830,blocked_shot
38190,8586,12,24656,distance
38190,8586,13,30348,blocked_shot
38190,8586,14,24656,distance
38190,8586,15,30830,header
38190,8586,16,24531,shot
38190,8586,17,24656,blocked_shot
38190,8586,18,31097,blocked_shot
38558,8650,1,30853,big chance shot
38558,8650,2,34036,blocked_shot
38558,8650,3,34036,deflected
38558,8650,4,30618,blocked_shot
38558,9825,5,39297,distance
38558,9825,6,30613,shot
38558,9825,7,3520,distance
38558,9825,8,3520,deflected
39904,8667,1,23034,big chance shot
39904,8667,2,39073,distance
39904,8667,3,39073,blocked_shot
39904,8667,4,39073,distance
39904,8655,5,113465,header
39904,8667,6,23225,shot
39904,8655,7,113465,volley
39904,8655,8,49825,distance
39904,8667,9,30595,distance
39904,8667,10,23438,shot
39904,8655,11,21613,shot
39904,8655,12,113465,blocked_shot
39904,8667,13,37798,shot
39904,8655,14,34176,shot
39904,8655,15,38711,blocked_shot
39904,8655,16,30842,distance
39904,8655,17,21613,blocked_shot
55310,8668,1,40792,distance
55310,8455,2,30630,blocked_shot
55310,8455,3,30699,blocked_shot
55310,8455,4,30631,blocked_shot
55310,8668,5,10491,shot
55310,8668,6,30735,blocked_shot
55310,8455,7,37804,distance
55310,8668,8,24160,blocked_shot
55310,8455,9,30911,header
55310,8455,10,30699,blocked_shot
55310,8455,11,30630,blocked_shot
55310,8455,12,37804,blocked_shot
55310,8668,13,30839,blocked_shot
55310,8455,14,30699,direct_freekick
55310,8455,15,30822,header
55310,8668,16,109058,deflected
55310,8455,17,184822,blocked_shot
46652,9879,1,26461,shot
46652,8191,2,23074,distance
46652,9879,3,34574,shot
46652,8191,4,38856,deflected
46652,8191,5,11496,blocked_shot
46652,9879,6,43247,header
46652,8191,7,38856,deflected
46652,8191,8,38856,deflected
46652,9879,9,30956,header
46652,8191,10,23190,shot
46652,8191,11,11496,blocked_shot
46652,8191,12,38504,distance
41273,8559,1,35532,blocked_shot
41273,8559,2,24372,direct_freekick
41273,8559,3,30753,shot
41273,8456,4,38817,distance
41273,8559,5,23783,distance
41273,8456,6,24208,shot
41273,8559,7,23934,blocked_shot
41273,8456,8,25107,distance
41273,8559,9,40128,blocked_shot
41273,8559,10,30753,shot
41273,8456,11,38817,blocked_shot
41273,8456,12,38817,shot
41273,8456,13,33086,shot
50518,8658,1,34193,shot
50518,8658,2,23787,shot
50518,8658,3,35443,header
50518,8658,4,35443,blocked_shot
50518,8654,5,160496,distance
50518,8658,6,31073,shot
50518,8658,7,31073,shot
50518,8658,8,31073,shot
50518,8654,9,160496,distance
50518,8658,10,33049,deflected
50518,8654,11,31020,blocked_shot
50518,8658,12,31953,shot
50518,8654,13,41475,distance
50518,8654,14,41475,blocked_shot
50518,8654,15,31020,shot
50518,8654,16,41475,shot
50518,8654,17,109898,direct_freekick
50518,8658,18,33049,shot
47281,8456,1,38817,blocked_shot
47281,8586,2,24656,deflected
47281,8586,3,30830,blocked_shot
47281,8586,4,30830,blocked_shot
47281,8456,5,33633,direct_freekick
47281,8456,6,33633,blocked_shot
47281,8456,7,24213,distance
34097,8472,1,30352,blocked_shot
34097,8472,2,23949,blocked_shot
34097,8472,3,17866,big chance shot
34097,10252,4,38609,distance
34097,8472,5,23949,blocked_shot
34097,8472,6,31103,blocked_shot
34097,10252,7,30892,blocked_shot
34097,8472,8,23949,header
34097,8472,9,17866,blocked_shot
33285,10194,1,23314,shot
33285,9879,2,24741,blocked_shot
33285,10194,3,38755,blocked_shot
33285,10194,4,25668,blocked_shot
33285,9879,5,30956,header
33285,10194,6,38755,deflected
33285,9879,7,30338,blocked_shot
33285,9879,8,30956,distance
33285,10194,9,38755,distance
53443,10260,1,30829,big chance shot
53443,10260,2,30829,shot
53443,10260,3,30829,deflected
53443,10260,4,39968,shot
53443,10260,5,27430,blocked_shot
53443,10260,6,67850,blocked_shot
53443,10260,7,24156,distance
53443,10260,8,113836,shot
53443,10260,9,32569,shot
53443,10260,10,113836,shot
53443,8602,11,23629,deflected
53443,10260,12,24156,blocked_shot
47490,8667,1,70297,shot
47490,8667,2,39073,distance
47490,8668,3,109058,blocked_shot
47490,8668,4,24846,distance
47490,8667,5,39073,blocked_shot
47490,8667,6,23438,distance
47490,8668,7,30735,blocked_shot
37713,9825,1,3520,shot
37713,9825,2,3520,distance
37713,8191,3,34230,blocked_shot
37713,9825,4,3520,shot
37713,9825,5,26005,header
37713,8191,6,38504,distance
37713,9825,7,3520,blocked_shot
37713,9825,8,31013,blocked_shot
37713,9825,9,26005,blocked_shot
37713,8191,10,38856,blocked_shot
37713,9825,11,41704,direct_freekick
37713,9825,12,26181,deflected
37713,9825,13,38835,header
55814,8654,1,36394,blocked_shot
55814,8654,2,30353,shot
55814,8559,3,24372,deflected
55814,8559,4,24372,blocked_shot
55814,8654,5,41475,blocked_shot
55814,8654,6,26348,header
55814,8559,7,23783,shot
55814,8654,8,24223,shot
55814,8654,9,41475,blocked_shot
55814,8654,10,31020,blocked_shot
55814,8559,11,130670,header
55814,8654,12,41475,distance
55814,8559,13,30753,blocked_shot
55814,8559,14,113772,distance
53497,8658,1,35443,blocked_shot
53497,8655,2,109621,blocked_shot
53497,8658,3,33049,blocked_shot
53497,8655,4,34176,blocked_shot
53497,8655,5,109621,blocked_shot
53497,8658,6,34193,deflected
53497,8655,7,38836,shot
53497,8655,8,23916,blocked_shot
53497,8658,9,31953,shot
53497,8655,10,21613,blocked_shot
53497,8658,11,35443,shot
39908,8650,1,37139,blocked_shot
39908,8528,2,25005,header
39908,8528,3,40015,blocked_shot
39908,8650,4,37139,shot
39908,8528,5,118929,distance
39908,8528,6,40015,volley
39908,8528,7,118929,blocked_shot
39908,8528,8,29581,distance
39908,8650,9,37139,shot
39908,8650,10,41175,blocked_shot
39908,8650,11,41175,blocked_shot
39908,8528,12,71550,blocked_shot
39908,8650,13,30853,shot
39908,8650,14,27694,bicycle_kick
39908,8650,15,37139,shot
58253,8455,1,37804,distance
58253,8455,2,37804,deflected
58253,8455,3,31906,blocked_shot
58253,8455,4,37804,blocked_shot
58253,8455,5,30631,distance
58253,8462,6,26347,shot
58253,8455,7,30631,shot
58253,8462,8,25421,blocked_shot
58253,8455,9,30686,blocked_shot
58253,8455,10,31306,distance
58253,8455,11,30631,deflected
58253,8455,12,37804,deflected
46990,9825,1,27277,deflected
46990,9825,2,26181,shot
46990,9825,3,23678,header
46990,9825,4,26181,direct_freekick
46990,9825,5,39297,direct_freekick
46990,9825,6,27277,blocked_shot
46990,9825,7,27277,shot
46990,8667,8,,blocked_shot
46990,8667,9,26143,header
46990,8667,10,23034,shot
33319,8191,1,32627,header
33319,8602,2,23291,deflected
33319,8602,3,23538,shot
33319,8602,4,23291,big chance shot
33319,8602,5,23538,distance
33319,8602,6,34433,distance
33319,8191,7,23190,big chance header
33319,8191,8,38856,distance
33319,8191,9,38856,deflected
33319,8602,10,34433,big chance header
33319,8602,11,23538,distance
33319,8602,12,34433,shot
33319,8602,13,23291,header
33319,8191,14,38856,shot
33319,8191,15,32627,deflected
42949,8528,1,101192,distance
42949,8528,2,101192,blocked_shot
42949,8528,3,29581,blocked_shot
43978,8455,1,30631,distance
43978,8654,2,31020,blocked_shot
43978,8455,3,30822,deflected
43978,8455,4,30699,header
43978,8455,5,30627,distance
43978,8654,6,41475,distance
43978,8455,7,30627,blocked_shot
43978,8455,8,40825,shot
43978,8654,9,31020,big chance header
42951,8462,1,27335,shot
42951,8650,2,39647,deflected
42951,8462,3,26347,blocked_shot
42951,8462,4,40004,blocked_shot
42951,8650,5,30618,deflected
42951,8462,6,25421,blocked_shot
54056,8456,1,33781,blocked_shot
54056,8472,2,24157,shot
54056,8472,3,25150,shot
54056,8456,4,38817,shot
54056,8456,5,24213,distance
54056,8472,6,34275,header
54056,8472,7,17866,distance
50172,10260,1,30829,distance
50172,9879,2,30956,deflected
50172,9879,3,24737,volley
50172,10260,4,24156,distance
50172,10260,5,24156,blocked_shot
50172,10260,6,40961,blocked_shot
50172,9879,7,30956,shot
50172,9879,8,30956,header
50172,10260,9,35327,shot
50172,9879,10,30956,shot
50172,9879,11,24741,distance
30891,8668,1,30876,header
30891,8668,2,39618,blocked_shot
30891,8668,3,24006,deflected
30891,8668,4,39618,header
30891,8668,5,24006,blocked_shot
30891,8658,6,24002,deflected
30891,8658,7,24002,deflected
30891,8658,8,24002,blocked_shot
30891,8668,9,24846,blocked_shot
30891,8668,10,30876,shot
30891,8668,11,24006,blocked_shot
42286,8655,1,34947,shot
42286,8655,2,109621,direct_freekick
42286,8586,3,97988,blocked_shot
42286,8655,4,113465,shot
42286,8655,5,49825,shot
42286,8586,6,24656,shot
42286,8655,7,34947,shot
42286,8655,8,30658,blocked_shot
42286,8655,9,49825,shot
42286,8655,10,113465,blocked_shot
42286,8655,11,109621,shot
42286,8655,12,34947,shot
