match_id,team_id,goal_number,player1_id,player2_id,goal_type
34198,8668,2,30735,30700,header
34198,8668,3,30735,,saved_back_into_play
34198,8668,4,30735,24216,volley
53249,8456,1,38817,,
53249,8456,2,30960,34942,volley
52087,9879,1,43247,,
52087,9879,2,34574,24737,distance
52087,9879,3,24741,,direct_freekick
36926,8462,1,26347,23779,shot
36926,10194,2,38899,23253,header
36926,10194,3,24133,38755,shot
34069,8654,1,30966,31020,shot
34069,8654,2,34543,36394,shot
34069,8654,3,36394,34590,shot
38657,8655,1,21613,23916,shot
38657,8655,2,34176,30739,shot
38657,8655,3,30739,23927,header
43487,10260,1,27430,35327,shot
43487,8668,2,10491,,distance
43487,8668,3,46810,36012,shot
43487,8668,4,109058,24011,shot
43187,9825,1,36410,30935,shot
43187,9825,2,30613,,
42807,8586,1,30348,31921,shot
42807,8586,2,40755,31097,shot
42807,8586,3,40755,,loose_ball
37559,8455,1,30822,40825,shot
37559,8455,2,30822,30859,shot
36780,8191,1,32627,23190,shot
36780,10252,2,23354,38807,distance
36780,10252,3,30892,23354,shot
36780,10252,4,30892,38807,distance
36780,10252,5,34466,23264,shot
36780,10252,6,23264,38807,shot
36780,8191,7,23370,46008,shot
48023,8586,1,40755,30348,shot
48023,8586,2,31097,38820,shot
48023,8668,3,24160,109058,shot
32893,10194,1,33941,40695,header
32893,9825,2,36410,30613,header
32893,9825,3,30613,,
32893,9825,4,26005,30613,shot
53119,10260,1,30829,35327,header
53119,10260,2,30829,35327,header
53119,10260,3,30619,30373,shot
46122,8650,1,30618,24800,shot
46122,8655,2,38711,,
46122,8650,3,30853,33632,shot
55989,10252,1,23264,26165,shot
55989,10252,2,38807,,
44754,8455,1,30631,30630,shot
44754,8456,2,38817,,
44754,8456,3,33781,23782,shot
44754,8456,4,38817,,
44754,8456,5,33781,30367,shot
44754,8455,6,30631,,
37408,8658,1,24002,,
56353,8462,1,23271,,shot
56353,8462,2,26347,23271,shot
56353,8191,3,23370,24788,shot
56353,8462,4,25421,,saved_back_into_play
56353,8462,5,40004,,
41908,8559,1,40128,130670,shot
33129,8528,1,71550,35472,volley
39116,8559,1,23934,130670,header
39116,8559,2,143793,11576,volley
39116,8654,3,41475,,shot
36211,8586,1,30830,,header
37484,8455,1,30822,30686,shot
37484,8455,2,30679,30631,shot
37484,8455,3,30679,30631,loose_ball
37484,8455,4,30822,32345,shot
37484,8455,5,30631,30822,header
41260,8668,1,24011,24160,shot
41260,8668,2,24160,,saved_back_into_play
41260,8667,3,182962,,distance
41260,8668,4,24011,36012,shot
41260,8667,5,23438,,
41260,8668,6,30700,24846,shot
41260,8668,7,109058,30700,shot
45563,8655,1,30342,,distance
45563,8658,2,24002,,direct_freekick
45563,8655,3,30342,23927,header
55388,8472,1,23949,,shot
55388,8472,2,24157,30352,distance
55388,10252,3,26165,23354,volley
33449,9825,1,30613,26181,shot
33449,8191,2,23190,34214,shot
33449,9825,3,31013,36410,shot
33449,9825,4,3520,41704,shot
34779,10260,1,30373,,shot
52669,10194,1,24773,42183,shot
34134,9825,1,27277,41704,shot
34134,9825,2,27277,30935,shot
34134,8462,3,26108,40987,header
34134,9825,4,38835,26005,shot
34134,9825,5,75489,30843,shot
38665,8650,1,95327,,
38665,10252,2,24658,23282,header
38665,8650,3,30853,47547,shot
38665,10252,4,23354,,
52307,8655,1,30739,,distance
52307,8472,2,30988,38802,shot
52307,8472,3,30988,25150,header
52307,8655,4,109621,,header
42729,8654,1,34543,39306,volley
42729,8586,2,30348,,shot
42729,8586,3,30895,46403,shot
35719,8456,1,30960,38817,shot
35719,8456,2,33974,,shot
51101,8455,1,30822,37804,shot
51101,8455,2,37804,30822,shot
46104,10194,1,38755,,header
51609,8667,1,97489,70297,shot
49061,8191,1,11496,32627,shot
49061,8668,2,30735,,missed
38139,10260,1,30829,35327,header
38139,10260,2,27430,30373,shot
38139,10260,3,30829,27430,shot
38139,10260,4,30619,40945,shot
38139,10260,5,40945,,direct_freekick
41901,8586,1,30348,46403,shot
41901,8586,2,40755,30348,shot
41901,8655,3,19020,23916,header
41901,8586,4,40755,31921,shot
43421,8472,1,30988,38802,header
43421,8456,2,24159,23782,shot
56541,10260,1,30829,40945,shot
56541,10260,2,30829,27430,shot
56541,10260,3,27430,30802,header
50296,8650,1,30853,33632,shot
50296,8650,2,30915,30853,shot
50296,8650,3,27694,30853,shot
50296,8650,4,30853,27694,shot
50296,8462,5,40987,26347,shot
44643,9825,1,3520,36410,shot
44643,8667,2,24843,,
44643,9825,3,36410,39297,loose_ball
32465,8668,1,25666,30371,shot
32465,8668,2,24160,36012,header
32465,8658,3,31953,77704,shot
32465,8658,4,25075,31953,volley
49076,8559,1,34261,23934,shot
49076,8559,2,23934,,
49076,8559,3,35532,130670,shot
49076,8559,4,24372,,shot
43478,8602,1,23538,,shot
43478,8191,2,23349,,
43478,8191,3,25411,23185,header
34368,8455,1,26564,30679,header
34368,8654,2,24223,30353,distance
34368,8455,3,30822,30679,header
34368,8455,4,30679,,shot
34368,8455,5,30822,30631,loose_ball
44096,8528,1,71550,106228,shot
44299,8472,1,23949,,shot
44299,8472,2,23949,38802,shot
44299,8658,3,31953,78404,shot
44299,8472,4,24157,156008,shot
47316,9825,1,39297,36410,distance
47316,8654,2,41475,,saved
47316,9825,3,30613,,
37874,10252,1,26165,23354,shot
37874,8602,2,23334,40022,shot
37874,10252,3,38807,,
37874,10252,4,26165,23283,shot
35657,8455,1,30822,37804,shot
35657,8655,2,23927,30658,header
42044,8667,1,23563,23034,deflected
42044,8462,2,38704,,shot
42044,8667,3,23563,23438,shot
42044,8462,4,25421,,direct_freekick
42044,8462,5,37140,40987,shot
59823,8668,1,24011,,direct_freekick
59823,8668,2,36012,24006,shot
50778,8456,1,30646,33781,loose_ball
50778,8456,2,38817,33781,shot
50778,9879,3,30338,,
39921,8650,1,30853,37139,header
39921,10260,2,30829,,loose_ball
39921,10260,3,30829,,saved_back_into_play
39921,10260,4,30802,24148,header
36064,8586,1,33074,30830,shot
36064,10194,2,24773,,
36064,8586,3,38820,40006,shot
48408,8650,1,30853,30660,shot
48408,8650,2,34036,,deflected
48408,8650,3,30853,34036,shot
38376,8456,1,38817,34942,shot
38376,8456,2,38817,39027,shot
38376,8456,3,38817,30509,shot
48723,8586,1,30830,31921,header
48723,8586,2,38820,,shot
53709,8559,1,23785,,
53709,10260,2,27430,24148,shot
53709,10260,3,27430,40945,shot
53709,10260,4,24156,40945,shot
52871,10194,1,38755,23253,shot
58365,8667,1,24843,,
58365,8667,2,23034,34437,header
30413,8455,1,30631,30679,shot
30413,10252,2,26165,23354,shot
30413,8455,3,30631,,
30413,8455,4,30679,40825,shot
30413,8455,5,30631,,
30413,8455,6,30679,30631,shot
30413,8455,7,31906,37804,shot
30413,8455,8,30631,,loose_ball
32458,8655,1,25667,,shot
32458,8655,2,30342,,
34422,9825,1,26181,34418,distance
34422,8658,2,37552,25075,shot
39857,8472,1,23949,24157,loose_ball
39857,8472,2,23949,,
39857,8472,3,23949,,saved_back_into_play
39857,8472,4,23949,,saved
39857,8472,5,24740,,shot
39857,8586,6,30830,38820,header
39857,8472,7,24116,156008,volley
52228,10194,1,38755,23288,shot
52228,10194,2,24435,24773,shot
38556,8455,1,30630,30679,shot
38556,8455,2,30822,31906,shot
38556,10260,3,165709,40945,shot
40311,8528,1,30953,96481,shot
40311,9879,2,27696,24737,shot
40311,9879,3,26777,34574,header
33975,8668,1,10491,30876,header
33975,8654,2,38491,,saved
33975,8654,3,39658,,shot
33975,8668,4,24160,24846,header
33975,8654,5,37242,36394,header
35671,8456,1,30960,24159,shot
35671,8456,2,33781,38817,shot
35671,8456,3,38817,30960,loose_ball
35671,8456,4,34942,24159,header
35671,8456,5,30960,38817,shot
35671,8456,6,39027,24159,header
35671,8191,7,32627,46008,shot
48702,10252,1,23354,24136,shot
37433,8650,1,30618,34036,shot
37433,8658,2,23787,24002,shot
43898,9825,1,36410,26111,header
57007,8654,1,37242,34543,shot
30569,8528,1,25005,,shot
56041,8586,1,46353,,volley
56041,8586,2,31921,30348,shot
56041,9825,3,36410,31013,shot
54892,8456,1,38817,,
54892,8456,2,38817,24209,shot
54892,8658,3,31953,24002,header
54892,8456,4,30960,33781,shot
54892,8456,5,24209,,shot
54892,8456,6,30960,24159,shot
51227,8667,1,38816,70297,header
51227,8191,2,23370,34230,shot
51227,8191,3,23185,,
51227,8191,4,23185,,
51227,8191,5,11496,,direct_freekick
42242,8455,1,37804,30822,header
53592,8668,1,30876,24846,header
53592,10252,2,23264,38807,header
53592,8668,3,30876,10491,header
53592,8668,4,23268,,
33798,9825,1,31013,36410,shot
33798,9825,2,30616,26181,header
33798,8528,3,22991,106228,shot
33798,8528,4,24230,,header
33798,8528,5,29581,71550,distance
49731,8586,1,30348,,
49731,8455,2,30679,,shot
49731,8586,3,31921,40755,shot
49731,8455,4,30631,30699,shot
48426,8472,1,24157,32870,shot
48426,8472,2,23949,24157,shot
48426,8191,3,25411,23074,shot
48197,10194,1,23288,42183,shot
48197,8559,2,24372,,direct_freekick
48197,8559,3,24372,163199,volley
36259,8462,1,24528,38368,shot
36259,10252,2,26165,24136,shot
36259,10252,3,26165,,saved_back_into_play
36259,10252,4,139672,34466,volley
36794,8650,1,24800,30618,shot
36794,8650,2,41175,33632,shot
36794,8654,3,36374,,
47358,8668,1,24011,,
47358,8655,2,109621,30342,distance
47358,8668,3,24160,25666,header
47358,8655,4,34176,21613,distance
47358,8668,5,30876,24160,shot
49948,10260,1,30373,32569,header
32698,9879,1,26461,,shot
32698,9879,2,165823,,
32698,8668,3,24011,,
56707,8472,1,23949,30988,shot
56707,8667,2,24843,,post
37483,8655,1,23921,23916,shot
37483,8602,2,34433,33138,header
45001,8654,1,33312,,
45001,8654,2,37242,34543,shot
45001,8654,3,34590,37169,loose_ball
45001,8528,4,71550,106228,header
45001,8654,5,24223,31020,distance
40532,10260,1,24154,,
40532,8586,2,30354,31921,header
40532,10260,3,40945,165709,shot
40532,10260,4,24154,,
43847,8455,1,31906,30822,header
43847,8455,2,31906,30631,loose_ball
43847,8455,3,30631,,
43847,8455,4,31906,,shot
43847,8455,5,30631,78505,shot
43847,8455,6,51553,30822,shot
43847,8455,7,30679,30630,shot
39940,8650,1,30618,27694,deflected
39940,8650,2,30618,27694,distance
39940,8650,3,33632,27694,shot
39940,8650,4,30915,95327,shot
58900,8559,1,30753,143793,header
58900,8559,2,23934,163199,shot
58900,8462,3,30901,26347,shot
58900,8462,4,30901,25543,shot
52173,10252,1,38807,,
50972,8528,1,106228,40015,shot
50972,8667,2,102602,38816,header
50972,8667,3,200864,30595,header
50972,8528,4,25948,25005,bicycle_kick
48070,8586,1,24656,40006,distance
58030,10260,1,40945,24148,shot
45222,8668,1,23268,,header
46941,8462,1,30901,24528,header
46941,8602,2,23291,,loose_ball
46941,8462,3,25543,24528,shot
46941,8462,4,24528,38704,shot
36575,10252,1,26165,30892,shot
36575,8456,2,38817,,
36575,8456,3,30960,24159,shot
36575,8456,4,33781,30367,shot
57981,8658,1,31953,,header
57981,8658,2,31073,34193,header
57981,8191,3,25411,46008,shot
45588,9825,1,30843,26111,header
45588,8655,2,30342,34176,shot
45588,8655,3,19020,23916,header
38003,9879,1,30956,24020,shot
38003,8654,2,34543,,
38003,8654,3,34543,37169,header
38003,9879,4,27696,26461,shot
38003,8654,5,31020,24223,shot
34627,8455,1,30822,,shot
34627,8455,2,30631,37804,shot
37757,8472,1,30988,24157,deflected
37757,8602,2,23291,,
37757,8602,3,131409,40022,distance
57487,8668,1,10491,30839,shot
30821,8455,1,37804,30679,shot
30821,8455,2,30631,,
30821,8455,3,31906,30631,shot
30821,8455,4,37804,31306,volley
30821,8455,5,30822,30631,header
30821,8455,6,30822,,
30821,8455,7,30822,30630,loose_ball
30821,8455,8,38834,30630,volley
46489,8586,1,31921,30895,shot
46489,8586,2,31097,31921,shot
46489,8191,3,11496,32627,shot
46489,8191,4,46008,23370,header
46489,8191,5,23370,32627,shot
46489,8191,6,25411,11496,deflected
43513,8559,1,23934,24728,header
43513,8559,2,30753,163199,shot
43513,8658,3,31073,,saved_back_into_play
43513,8658,4,24002,33049,shot
54699,10252,1,24211,,
47165,9825,1,3520,,shot
47165,9825,2,30843,,shot
47165,9879,3,43247,,
47165,9825,4,75342,26181,shot
33608,10260,1,24148,,shot
33608,10260,2,24154,27430,shot
33608,10194,3,35467,,
33608,10260,4,30802,24154,header
56974,8654,1,30734,41475,shot
56974,8456,2,30367,24159,header
43424,9825,1,3520,39297,distance
43424,10260,2,30829,,
43424,9825,3,27277,,
43424,9825,4,30843,,shot
50182,8586,1,30830,24656,header
50182,8658,2,33049,,shot
50182,8586,3,30895,40755,shot
54227,9879,1,37266,,
54227,10252,2,23264,,distance
50340,8528,1,25005,29581,header
50340,8668,2,30735,24846,header
50340,8668,3,24846,,
33159,8667,1,39073,23225,header
33159,8602,2,23091,23334,shot
33037,8559,1,23934,34261,shot
33037,8650,2,34036,,distance
33037,8559,3,11576,23934,shot
33037,8650,4,30853,37139,shot
33037,8650,5,30618,30853,volley
33341,8456,1,30960,23782,header
33341,8456,2,24208,,shot
58891,10194,1,23288,,shot
30979,8455,1,37804,30822,shot
30979,8455,2,30699,30631,header
30979,8455,3,38834,30631,shot
30979,8455,4,37804,,shot
56884,8650,1,24800,34036,shot
56884,8650,2,37139,24800,loose_ball
56884,8650,3,24800,30618,shot
56884,8650,4,24800,,shot
56884,8650,5,24800,30886,shot
38973,8472,1,23949,,
38973,8667,2,26066,97489,header
38973,8472,3,17866,24157,shot
38973,8472,4,23949,24740,shot
38973,8667,5,26066,,
30425,8586,1,30348,,bicycle_kick
30425,10260,2,24154,,direct_freekick
30425,10260,3,40961,,shot
30425,10260,4,30829,24148,shot
33427,9825,1,23686,,
33427,9825,2,30843,31435,distance
33427,8456,3,33781,24208,shot
33427,8456,4,30960,30367,header
33427,8456,5,30367,33781,shot
33427,9825,6,31435,30613,shot
58788,8655,1,23927,,shot
58788,8655,2,34176,30739,shot
58788,8655,3,30342,34176,shot
58788,8602,4,27372,23538,shot
47361,8668,1,30876,24846,header
47361,9879,2,24781,,deflected
47361,9879,3,34574,31907,distance
44489,10252,1,23264,26165,header
42786,8559,1,11576,26454,shot
42786,8462,2,26108,25421,header
42786,8559,3,24372,,
42786,8462,4,27335,25421,loose_ball
42786,8559,5,23783,113772,header
49809,10194,1,40005,23253,header
49809,8455,2,30822,30631,shot
49809,8455,3,30679,37804,shot
35171,8528,1,71550,,loose_ball
53006,10260,1,30829,32569,shot
53006,8456,2,23782,38817,distance
53006,10260,3,24148,24154,header
53006,8456,4,33781,38817,distance
53006,10260,5,24148,24154,header
53006,8456,6,33781,33633,shot
53006,10260,7,30619,24154,shot
40224,9825,1,26005,30843,header
40224,9825,2,26005,30935,distance
40224,9825,3,41704,,volley
40224,8528,4,25005,,shot
40224,9825,5,30613,36410,shot
58332,8650,1,30853,47547,shot
58332,8654,2,41475,,
58332,8650,3,37139,30618,shot
58332,8654,4,34543,37169,header
58332,8650,5,30853,30915,header
42998,10252,1,38807,,
42998,10252,2,23264,38807,distance
36963,8668,1,30735,24846,shot
36963,8668,2,30735,39618,header
36963,8668,3,24004,,loose_ball
48520,8602,1,23291,32581,header
48520,8602,2,24676,23866,shot
48520,9879,3,30338,,
54780,10194,1,23288,38755,shot
54780,8559,2,24372,,
48417,8658,1,26559,77704,header
31089,8191,1,23185,,
31089,8472,2,23949,17866,shot
31089,8191,3,23190,11496,header
31089,8191,4,23190,34230,shot
48832,8455,1,38834,30822,header
48832,8455,2,30699,30631,shot
48832,8455,3,30822,,shot
48832,8586,4,30830,,shot
45545,8650,1,30853,37920,shot
45545,8667,2,39073,,shot
45545,8650,3,30853,24800,shot
45545,8650,4,30853,24800,shot
45545,8650,5,30618,47547,distance
45545,8650,6,30915,37139,shot
45545,8650,7,30915,37920,shot
30275,8586,1,24635,,
30275,8191,2,32627,,shot
30275,8586,3,30818,,deflected
30275,8586,4,24635,30895,shot
30275,8586,5,24635,24656,shot
30275,8586,6,24635,30830,shot
50931,8528,1,24230,29581,header
50931,8455,2,30822,30679,shot
50931,8528,3,71550,,
50931,8528,4,25005,111865,shot
39461,8472,1,23949,,
39461,8472,2,30988,,
39461,8472,3,30885,,
39461,8602,4,23291,,loose_ball
39461,8472,5,30988,23949,distance
39461,8472,6,34275,17866,header
39461,8602,7,29673,,
57933,10260,1,27430,24154,shot
57933,10260,2,24150,24154,header
58179,8668,1,30735,30839,shot
55585,8456,1,38817,33633,shot
55585,8654,2,34543,34590,shot
55585,8456,3,33633,,direct_freekick
55585,8456,4,38817,33781,header
55776,9825,1,30843,30613,shot
35696,10252,1,23264,38807,shot
35696,8655,2,19020,,volley
35696,8655,3,30342,,
33519,8559,1,11576,23934,header
33519,8658,2,37552,31073,distance
33519,8559,3,130670,24372,shot
31055,8472,1,23949,25150,distance
31055,10260,2,27430,24150,bicycle_kick
31055,8472,3,30988,17866,header
31055,8472,4,24740,,
49493,8462,1,40004,27335,header
58240,8654,1,34543,41475,header
58240,9879,2,30338,,
58240,9879,3,24737,24781,shot
58240,8654,4,160496,41475,distance
52095,10194,1,38899,24773,header
52095,8668,2,24006,30839,distance
44647,8455,1,37804,30822,shot
44647,8455,2,30679,30822,shot
45170,8191,1,32627,34230,shot
45170,8191,2,38504,23190,shot
45170,8658,3,35443,,direct_freekick
36758,8559,1,23937,130670,loose_ball
36758,8586,2,38820,30830,volley
36758,8559,3,23934,11576,header
36758,8586,4,46403,38820,header
45553,8667,1,37798,34437,header
45553,8667,2,39073,26066,shot
45553,8528,3,23991,118929,header
55759,10252,1,24211,24136,header
55759,8456,2,33781,30960,shot
31302,8655,1,109621,30622,header
31302,9825,2,26005,30613,distance
31302,8655,3,30342,30842,deflected
31302,9825,4,30843,30613,shot
31302,9825,5,3520,30613,shot
31302,9825,6,30613,31435,volley
31302,9825,7,31013,30613,shot
31302,9825,8,36410,75489,distance
48512,10194,1,24001,,
48512,8654,2,23818,37169,header
48512,10194,3,24001,38755,shot
33079,8559,1,40128,,
33079,10260,2,35327,30615,shot
33079,8559,3,24372,23934,header
40761,9879,1,24741,34574,header
40761,9879,2,24661,24741,shot
30955,8602,1,23291,36283,shot
30955,8668,2,10491,40792,shot
32820,8191,1,23074,11496,distance
32820,8655,2,30342,49825,shot
32820,8655,3,49825,,header
32820,8655,4,38836,23916,shot
32820,8191,5,38856,24212,shot
38725,8455,1,30822,30631,distance
38725,10252,2,24211,,header
38725,10252,3,24751,23354,header
30375,8472,1,23949,38802,shot
37077,8528,1,29581,71550,loose_ball
37077,8456,2,33633,38817,shot
58849,8586,1,30354,38820,header
58849,8586,2,30348,30818,shot
58849,8462,3,27335,24137,volley
37427,9825,1,30843,23678,shot
37427,9825,2,27277,31435,shot
37427,8658,3,33049,,shot
37427,9825,4,3520,30613,shot
51674,10252,1,30892,139671,shot
51674,10252,2,38609,23354,header
51674,10252,3,38807,139671,shot
38932,8655,1,21613,,shot
39365,8455,1,30679,32345,shot
39365,8455,2,30822,,direct_freekick
39365,8455,3,30822,,shot
39365,8455,4,30631,38834,shot
39365,8455,5,30822,,distance
39365,8455,6,30679,37804,shot
50691,8650,1,41175,38818,shot
50691,8650,2,30660,,
49586,10260,1,27430,30373,shot
49586,10260,2,24148,30829,shot
49586,10260,3,24154,30373,volley
55007,8472,1,23949,,
55007,8658,2,24226,,
55007,8658,3,23837,35443,header
55007,8658,4,23787,35443,header
53471,8602,1,25415,,indirect freekick
53471,8602,2,32627,32581,header
53471,10194,3,40005,24773,header
57064,8483,1,23464,24772,shot
57064,8483,2,24772,,distance
57064,8483,3,24772,46344,loose_ball
57064,8528,4,25948,,header
57064,8483,5,24469,39109,distance
40970,10260,1,30865,40945,header
40970,10260,2,40945,,loose_ball
47396,9825,1,23678,31291,header
43634,8668,1,24160,,shot
35980,10261,1,23933,24225,bicycle_kick
35980,10261,2,23933,47382,shot
35980,10261,3,24225,,
35980,10261,4,24225,47382,volley
35980,10261,5,23933,24225,header
35980,8472,6,23949,30885,volley
43938,8456,1,30960,,
43938,8602,2,31317,23538,shot
43938,8602,3,24676,,shot
49702,8655,1,25342,23927,header
49702,8455,2,37804,30822,shot
49702,8455,3,31306,40825,header
31230,9879,1,30956,34479,header
31230,9879,2,30956,43247,shot
57924,8650,1,33632,30853,shot
45809,8483,1,39109,,
45809,8483,2,22959,46344,shot
45809,8659,3,71502,23922,shot
39037,10260,1,30802,24148,deflected
39037,8602,2,34433,31317,shot
39037,10260,3,30802,24148,shot
40904,10261,1,47382,24205,header
46594,8650,1,30853,37139,shot
46594,8650,2,30853,25923,shot
51571,8472,1,41980,24209,shot
51571,8472,2,38802,,saved
51571,8472,3,41980,,shot
41392,8655,1,23916,,direct_freekick
41392,8655,2,34176,30842,shot
41392,8528,3,29581,,direct_freekick
48480,10252,1,139671,161415,shot
48480,9879,2,26777,30338,header
55112,8654,1,26347,30734,shot
55112,8654,2,30966,34543,shot
55112,8658,3,31953,38567,shot
55112,8658,4,23787,35443,shot
53402,8559,1,23934,24372,shot
53402,8559,2,26454,34261,shot
53402,8559,3,23934,,
53402,8586,4,32870,24656,shot
53402,8586,5,40755,,volley
53402,8559,6,33633,23934,shot
30515,8456,1,108808,38817,shot
30515,8456,2,108808,36615,shot
31820,8483,1,29571,,direct_freekick
31820,8668,2,30876,24160,header
31820,8483,3,40563,,shot
31820,8668,4,77690,,shot
31820,8483,5,24772,,shot
31678,8586,1,30840,30830,shot
31678,8472,2,41980,113836,shot
30645,8659,1,25550,,
30645,8654,2,24223,,distance
30645,8654,3,26347,,
30645,8659,4,30903,23257,header
47539,9825,1,25537,23678,header
47539,9825,2,25537,30613,shot
43111,10194,1,38899,38755,shot
43111,10194,2,38755,,shot
43111,8658,3,77704,38567,volley
43111,8658,4,31953,35443,header
43111,10194,5,24411,24773,shot
41776,8650,1,30853,30618,shot
41776,8528,2,71550,,shot
50562,10252,1,30892,23354,shot
50562,8483,2,24772,37651,shot
50562,10252,3,139672,23354,shot
50562,8483,4,21853,23299,shot
50562,10252,5,24751,30892,header
30637,8559,1,30753,24372,shot
30637,8668,2,31989,24846,shot
39234,8655,1,23916,30842,shot
39234,10261,2,47382,24205,header
39234,8655,3,34176,,shot
59185,8455,1,30675,31906,header
55903,8586,1,31921,30840,header
55903,8586,2,40755,,missed
55903,8586,3,40755,31921,header
55903,8586,4,30830,,shot
55903,8586,5,31921,30840,shot
55903,8655,6,23921,30342,shot
55903,8655,7,30739,,shot
43809,10252,1,23354,,
43809,10252,2,139671,30892,shot
43809,10260,3,165709,24148,shot
43809,10260,4,30865,40945,header
38454,9825,1,26111,3520,shot
38454,9825,2,30613,25537,shot
38454,8668,3,30876,30735,shot
31588,8602,1,23091,,
31588,8559,2,34261,24455,shot
31588,8559,3,24455,130670,shot
31588,8602,4,23099,23538,shot
31588,8602,5,32627,23538,header
35997,10194,1,38755,,shot
35997,10194,2,30988,34601,shot
55148,8528,1,106228,29581,shot
57479,8472,1,24209,,shot
57479,8472,2,41980,156008,shot
57479,8472,3,113836,,shot
53722,10260,1,32569,30802,header
53722,10260,2,70409,38994,header
41269,9825,1,26181,30613,shot
41269,9825,2,25537,3520,shot
41269,8586,3,31921,30840,shot
41269,8586,4,30840,,
41269,8586,5,26108,30840,header
48554,8650,1,34036,25923,shot
48554,8650,2,37139,,
48554,8650,3,33632,24781,header
47059,8668,1,30876,24846,header
47059,8472,2,113836,24116,shot
47059,8472,3,113836,30352,header
47059,8668,4,24011,24846,shot
51845,8655,1,23916,,direct_freekick
51845,8655,2,23916,23921,deflected
43773,8456,1,38817,23782,shot
43773,8456,2,30509,,shot
43773,8456,3,36615,38817,shot
43773,8456,4,38817,30509,deflected
43773,9879,5,24737,,shot
45286,8658,1,33049,31953,shot
37334,8559,1,23934,,
37334,8559,2,130670,34261,shot
37334,8559,3,34261,23934,shot
37334,10261,4,47382,,shot
37334,8559,5,34261,,
37334,8559,6,23934,,
36386,10194,1,24773,,
36386,10194,2,33881,,
36386,10194,3,33881,,shot
47204,8483,1,22959,35554,distance
47204,8483,2,24772,,shot
47204,8602,3,23291,23435,header
30108,10260,1,27430,30829,volley
30108,10260,2,30802,30829,shot
30108,10260,3,27430,,shot
30108,10260,4,27430,40945,shot
30108,10260,5,40945,40961,shot
30108,10260,6,27430,,loose_ball
30108,10260,7,27430,,loose_ball
30108,8655,8,19020,213063,header
56013,8650,1,22764,,shot
56013,8586,2,,,
56013,8650,3,22764,,
56013,8586,4,30895,30830,shot
57813,8654,1,30966,26347,shot
57813,8654,2,24450,26347,shot
57813,8528,3,18859,,saved_back_into_play
57813,8654,4,24223,24450,shot
57813,8528,5,160713,,shot
41420,9825,1,3520,30973,shot
41420,9825,2,26181,3520,deflected
41420,10252,3,161414,,volley
41420,9825,4,25537,31435,shot
41420,10252,5,161414,24211,header
41420,9825,6,143793,25537,header
51546,8659,1,25005,23257,
51546,8659,2,23257,,direct_freekick
51546,8668,3,30876,24846,
51546,8659,4,33790,23922,shot
51546,8668,5,24216,,
59982,10261,1,47382,,shot
59982,8455,2,31906,30679,shot
36855,8602,1,,,
36855,8602,2,23099,23538,shot
36855,8472,3,23949,41980,shot
36855,8472,4,113836,36786,header
36855,8602,5,23225,23435,shot
36855,8602,6,34433,23291,shot
30071,8658,1,35443,26169,shot
30071,9879,2,30956,24737,header
34713,8483,1,35554,46344,header
34713,8483,2,22959,46344,header
34713,8559,3,33633,155384,shot
34713,8559,4,155384,30753,shot
50525,8456,1,24208,38807,shot
50525,10194,2,24773,42183,shot
34755,9825,1,26181,3520,shot
34755,9879,2,24661,30956,shot
34755,9825,3,26181,30843,shot
46280,8650,1,41175,22764,header
46280,8650,2,30915,95327,shot
46280,8650,3,33632,41175,shot
38393,8472,1,156008,41980,shot
30807,8456,1,38817,36615,shot
39230,8655,1,30342,23921,header
39230,8655,2,30842,34176,shot
39230,8655,3,23921,23916,volley
34220,8586,1,26209,,loose_ball
34220,8658,2,25075,38567,header
39312,8659,1,33790,23257,shot
39312,8659,2,25550,,shot
39312,8659,3,25550,25922,shot
39312,10261,4,36412,47382,loose_ball
38470,8483,1,40548,39109,header
38470,8483,2,21853,39109,header
38470,10260,3,27430,24148,volley
38470,10260,4,70409,24154,shot
38470,10260,5,27430,30373,shot
45949,10194,1,38899,,direct_freekick
45949,10194,2,24408,,
45949,10194,3,24773,38755,shot
45949,10194,4,25668,,
30239,8455,1,30822,,
30239,8668,2,31989,30876,header
52728,10260,1,30802,,header
52728,10260,2,30829,,missed
47651,8586,1,40755,30348,shot
47651,8455,2,30822,30859,shot
47651,8455,3,30822,,saved_back_into_play
45582,8456,1,36615,23782,shot
45582,8456,2,36615,,shot
45582,8456,3,24159,37459,shot
45582,8654,4,109897,24450,header
36212,10252,1,30892,23354,shot
36212,10252,2,34466,139671,header
36212,8659,3,25005,23257,header
51754,10261,1,23933,47382,volley
51754,8650,2,37139,,shot
51754,10261,3,24205,,loose_ball
51754,10261,4,47382,37475,distance
40086,8602,1,23225,34433,shot
46226,8559,1,35532,,shot
46226,8655,2,72735,34176,shot
46226,8559,3,24455,23934,shot
41187,8483,1,21853,39109,shot
35611,9825,1,33812,36410,header
32855,9879,1,37266,,
34591,8472,1,113836,,header
46401,8668,1,30876,77690,header
46401,8668,2,24846,30876,shot
46401,8456,3,36615,,shot
50629,8655,1,23921,,shot
50629,8654,2,160496,,shot
35562,10261,1,36412,33852,shot
35562,10261,2,35454,33852,header
57101,8602,1,25421,31317,shot
57101,8659,2,75342,24171,shot
56232,8483,1,39109,,
56232,8483,2,21853,24001,volley
56232,8483,3,23299,,shot
56232,8483,4,40548,,
30846,10252,1,23264,33863,header
30846,10252,2,23354,,
