season,stage,date,match_id,home_team_id,away_team_id,home_player_X1,home_player_X2,home_player_X3,home_player_X4,home_player_X5,home_player_X6,home_player_X7,home_player_X8,home_player_X9,home_player_X10,home_player_X11,away_player_X1,away_player_X2,away_player_X3,away_player_X4,away_player_X5,away_player_X6,away_player_X7,away_player_X8,away_player_X9,away_player_X10,away_player_X11,home_player_Y1,home_player_Y2,home_player_Y3,home_player_Y4,home_player_Y5,home_player_Y6,home_player_Y7,home_player_Y8,home_player_Y9,home_player_Y10,home_player_Y11,away_player_Y1,away_player_Y2,away_player_Y3,away_player_Y4,away_player_Y5,away_player_Y6,away_player_Y7,away_player_Y8,away_player_Y9,away_player_Y10,away_player_Y11,home_player_1,home_player_2,home_player_3,home_player_4,home_player_5,home_player_6,home_player_7,home_player_8,home_player_9,home_player_10,home_player_11,away_player_1,away_player_2,away_player_3,away_player_4,away_player_5,away_player_6,away_player_7,away_player_8,away_player_9,away_player_10,away_player_11,on_target_shot_home_team,on_target_shot_away_team,off_target_shot_home_team,off_target_shot_away_team,foul_home_team,foul_away_team,yellow_card_home_team,yellow_card_away_team,red_card_home_team,red_card_away_team,crosses_home_team,crosses_away_team,corner_home_team,corner_away_team,possession_home_team,possession_away_team,home_team_goal,away_team_goal
2009/2010,7,2009-09-26 00:00:00,55776,9879,9825,1,2,4,6,8,2,4,6,8,4,6,1,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,7,7,7,7,10,10,1,3,3,3,3,6,6,8,8,8,11,30633,37266.0,23780,26777,24781.0,34574,25253.0,30338.0,30956.0,24741.0,31907.0,37233,26111.0,38835.0,26005,31291.0,23678.0,27277.0,36410.0,30613.0,3520.0,30843.0,11,3,8,11,13,12,4,0,0,0,20,13,4,6,45.0,55.0,0,1
2009/2010,7,2009-09-26 00:00:00,35696,8655,10252,1,2,4,6,8,4,6,3,5,7,5,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,7,7,7,7,10,10,30622,26256.0,19020,23921,38836.0,109621,30849.0,23927.0,30342.0,23916.0,49825.0,30380,33863.0,24211.0,24751,24136.0,38807.0,78324.0,38609.0,23354.0,26165.0,23264.0,9,3,7,4,14,15,2,3,0,0,24,23,6,5,52.0,48.0,2,1
2009/2010,7,2009-09-26 00:00:00,33519,8658,8559,1,2,4,6,8,1,3,5,7,9,5,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,7,7,7,7,7,11,1,3,3,3,3,7,7,7,7,10,10,31432,24226.0,34193,23837,40013.0,35443,33049.0,24655.0,24978.0,77704.0,31073.0,23932,34430.0,40128.0,23783,23785.0,24372.0,35532.0,11576.0,23937.0,23934.0,30753.0,5,4,6,5,9,13,2,1,0,0,39,19,8,4,49.0,51.0,1,2
2009/2010,8,2009-10-03 00:00:00,31055,10260,8472,1,2,4,6,8,2,4,6,8,4,6,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,7,7,7,7,10,10,1,3,3,3,3,7,7,7,7,10,10,24147,24150.0,43248,30865,32569.0,40945,30373.0,24148.0,113836.0,30829.0,27430.0,32562,36786.0,34275.0,24740,30352.0,38802.0,26171.0,25150.0,17866.0,23949.0,30988.0,13,1,6,1,11,17,2,3,0,0,44,10,14,1,54.0,46.0,2,2
2009/2010,8,2009-10-03 00:00:00,49493,8602,8462,1,2,4,6,8,2,4,6,8,4,6,1,2,4,6,8,1,3,5,7,9,5,1,3,3,3,3,7,7,7,7,10,10,1,3,3,3,3,7,7,7,7,7,11,36283,23099.0,32581,29673,23435.0,23425,35466.0,24676.0,23538.0,23291.0,23866.0,36286,24137.0,26108.0,23939,47418.0,40004.0,24528.0,27335.0,25421.0,38704.0,30901.0,5,5,7,5,8,13,1,2,0,0,30,11,8,6,58.0,42.0,0,1
2009/2010,8,2009-10-04 00:00:00,58240,8654,9879,1,2,4,6,8,1,3,5,7,9,5,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,7,7,7,7,7,11,1,3,3,3,3,7,7,7,7,10,10,36374,36394.0,23818,109897,26348.0,41475,24223.0,39306.0,37169.0,119351.0,34543.0,30633,37266.0,23780.0,26777,24781.0,24737.0,30338.0,112035.0,30956.0,31907.0,24661.0,11,6,9,3,10,11,3,2,0,1,29,6,7,4,65.0,35.0,2,2
2009/2010,8,2009-10-04 00:00:00,52095,8668,10194,1,2,4,6,8,2,4,6,8,5,5,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,7,7,7,7,9,11,1,3,3,3,3,7,7,7,7,10,10,31465,24023.0,30839,24216,24846.0,24006,30876.0,109058.0,10491.0,39618.0,30735.0,23794,38899.0,40005.0,40695,24408.0,25668.0,24133.0,24411.0,24773.0,24001.0,38755.0,15,4,5,1,5,10,1,3,0,0,21,14,8,3,52.0,48.0,1,1
2009/2010,8,2009-10-04 00:00:00,44647,8455,8650,1,2,4,6,8,5,3,5,7,4,6,1,2,4,6,8,2,4,6,8,5,5,1,3,3,3,3,5,7,7,7,10,10,1,3,3,3,3,7,7,7,7,9,11,37149,31306.0,30911,30627,38834.0,30675,30699.0,30631.0,30686.0,30822.0,37804.0,30660,34036.0,30617.0,22764,47547.0,37139.0,38818.0,95327.0,37920.0,30618.0,30853.0,9,7,4,9,14,17,1,1,0,0,11,24,5,8,49.0,51.0,2,0
2009/2010,8,2009-10-03 00:00:00,45170,8191,8658,1,2,4,6,8,2,4,6,8,4,6,1,2,4,6,8,1,3,5,7,9,5,1,3,3,3,3,7,7,7,7,10,10,1,3,3,3,3,7,7,7,7,7,11,24788,34230.0,23349,24452,24212.0,11496,38504.0,23185.0,23074.0,32627.0,23190.0,31432,24226.0,34193.0,23837,35531.0,24002.0,24978.0,24655.0,33049.0,77704.0,26559.0,10,5,4,4,18,11,0,3,0,0,21,10,8,4,55.0,45.0,2,1
2009/2010,8,2009-10-03 00:00:00,36758,8559,8586,1,2,4,6,8,1,3,5,7,9,5,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,7,7,7,7,7,11,1,3,3,3,3,7,7,7,7,10,10,23932,34430.0,23783,40128,23785.0,130670,35532.0,11576.0,23937.0,24372.0,23934.0,23984,46403.0,24656.0,26209,40006.0,30895.0,30818.0,97988.0,38820.0,24635.0,30830.0,10,7,5,6,15,16,2,1,0,0,30,31,5,6,53.0,47.0,2,2
2009/2010,8,2009-10-03 00:00:00,45553,8667,8528,1,2,4,6,8,1,3,5,7,9,5,1,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,7,7,7,7,7,11,1,3,3,3,3,6,6,8,8,8,11,23021,40132.0,23284,38816,23022.0,26066,23025.0,34437.0,39073.0,23225.0,37798.0,34421,34987.0,35472.0,24230,111865.0,40015.0,129817.0,29581.0,25005.0,71550.0,30953.0,4,4,6,9,10,9,0,2,0,0,8,13,4,2,50.0,50.0,2,1
2009/2010,8,2009-10-05 00:00:00,55759,10252,8456,1,2,4,6,8,5,3,5,7,4,6,1,2,4,6,8,1,3,5,7,9,5,1,3,3,3,3,5,7,7,7,10,10,1,3,3,3,3,7,7,7,7,7,11,30380,33863.0,24211,24751,24136.0,38609,38807.0,23283.0,23354.0,23264.0,26165.0,24224,30509.0,30831.0,33086,30635.0,30367.0,30598.0,23782.0,38817.0,33781.0,30960.0,6,7,7,3,12,9,1,2,0,0,10,19,6,6,50.0,50.0,1,1
2009/2010,8,2009-10-04 00:00:00,31302,9825,8655,1,2,4,6,8,3,5,7,3,5,7,1,2,4,6,8,2,4,6,8,5,5,1,3,3,3,3,7,7,7,10,10,10,1,3,3,3,3,7,7,7,7,9,11,37233,26111.0,38835,26005,31291.0,30613,23678.0,27277.0,31435.0,30843.0,3520.0,30622,26256.0,30739.0,38836,25667.0,30842.0,38711.0,109621.0,23927.0,30342.0,49825.0,12,4,8,2,11,8,1,1,0,0,15,3,8,1,63.0,37.0,6,2
2009/2010,9,2009-10-17 00:00:00,48512,10194,8654,1,2,4,6,8,2,4,6,8,4,6,1,2,4,6,8,1,3,5,7,9,5,1,3,3,3,3,7,7,7,7,10,10,1,3,3,3,3,7,7,7,7,7,11,23794,38899.0,40005,40695,24408.0,25668,24133.0,24411.0,24773.0,24001.0,38755.0,36374,36394.0,23818.0,109897,26348.0,30966.0,34590.0,37169.0,109898.0,41475.0,34543.0,3,10,7,2,18,14,3,3,0,0,26,33,5,6,50.0,50.0,2,1
2009/2010,9,2009-10-17 00:00:00,33079,10260,8559,1,2,4,6,8,2,4,6,8,4,6,1,2,4,6,8,1,3,5,7,9,5,1,3,3,3,3,7,7,7,7,10,10,1,3,3,3,3,7,7,7,7,7,11,30726,30615.0,30620,43248,32569.0,35327,34944.0,40961.0,24154.0,30619.0,27430.0,23932,34430.0,40128.0,23783,23785.0,130670.0,11576.0,35532.0,23937.0,24372.0,23934.0,8,10,7,8,14,9,0,1,0,0,27,11,12,1,52.0,48.0,2,1
2009/2010,9,2009-10-19 00:00:00,40761,9879,8667,1,2,4,6,8,2,4,6,8,4,6,1,2,4,6,8,5,2,4,6,8,5,1,3,3,3,3,7,7,7,7,10,10,1,3,3,3,3,5,7,7,7,7,11,30633,37266.0,23780,26777,24781.0,30956,30338.0,43247.0,34574.0,24661.0,24741.0,23021,40132.0,23284.0,38816,23022.0,26066.0,97489.0,34437.0,39073.0,23225.0,37798.0,12,4,6,5,14,14,1,1,0,0,22,12,7,4,63.0,37.0,2,0
2009/2010,9,2009-10-17 00:00:00,30955,8668,8602,1,2,4,6,8,2,4,6,8,5,5,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,7,7,7,7,9,11,1,3,3,3,3,7,7,7,7,10,10,31465,24023.0,24004,24216,24846.0,24006,109058.0,30839.0,10491.0,30876.0,30735.0,36283,40022.0,32581.0,23334,23435.0,32148.0,24676.0,35466.0,23425.0,23291.0,34433.0,4,9,7,2,7,15,1,3,0,0,29,23,6,5,51.0,49.0,1,1
2009/2010,9,2009-10-18 00:00:00,32820,8655,8191,1,2,4,6,8,4,6,3,5,7,5,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,7,7,7,7,10,10,30622,26256.0,23921,19020,38836.0,109621,38711.0,23927.0,30342.0,23916.0,49825.0,24788,34230.0,23349.0,24452,24212.0,11496.0,38504.0,23185.0,23074.0,32627.0,23190.0,4,3,4,4,15,14,3,3,0,0,11,11,3,2,52.0,48.0,3,2
2009/2010,9,2009-10-17 00:00:00,38725,10252,8455,1,2,4,6,8,5,3,5,7,4,6,1,2,4,6,8,5,4,6,5,4,6,1,3,3,3,3,5,7,7,7,10,10,1,3,3,3,3,5,7,7,9,11,11,30380,33863.0,24751,24211,24136.0,38609,38807.0,23283.0,23354.0,26165.0,23264.0,30859,25925.0,30911.0,30627,38834.0,30675.0,30631.0,30679.0,30686.0,37804.0,30822.0,2,13,4,7,20,12,2,1,0,0,24,17,6,9,43.0,57.0,2,1
2009/2010,9,2009-10-17 00:00:00,30375,8472,8650,1,2,4,6,8,2,4,6,8,4,6,1,3,5,7,2,4,6,8,3,4,7,1,3,3,3,3,7,7,7,7,10,10,1,3,3,3,7,7,7,7,10,10,10,32562,36786.0,34275,24740,43259.0,38802,26171.0,25150.0,17866.0,23949.0,30988.0,30660,22764.0,30617.0,25984,34036.0,95327.0,95331.0,34222.0,37139.0,24800.0,30915.0,6,7,7,12,20,14,2,1,0,0,16,21,1,7,51.0,49.0,1,0
2009/2010,9,2009-10-18 00:00:00,37077,8528,8456,1,2,4,6,8,3,5,7,4,6,5,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,6,6,6,8,8,11,1,3,3,3,3,7,7,7,7,10,10,34421,34987.0,35472,24230,111865.0,129817,25005.0,40015.0,29581.0,71550.0,30953.0,24224,30509.0,24208.0,33086,30635.0,30367.0,30598.0,23782.0,33633.0,38817.0,30960.0,8,4,7,1,12,11,2,1,0,0,18,25,6,6,59.0,41.0,1,1
2009/2010,9,2009-10-17 00:00:00,58849,8462,8586,1,2,4,6,8,1,3,5,7,9,5,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,7,7,7,7,7,11,1,3,3,3,3,7,7,7,7,10,10,36286,24137.0,26108,47418,23939.0,40004,23889.0,27335.0,24528.0,38704.0,30901.0,30455,46403.0,30354.0,26209,40006.0,30895.0,30818.0,24656.0,38820.0,30348.0,24635.0,9,3,10,7,14,13,3,3,0,1,38,16,10,8,55.0,45.0,1,2
2009/2010,9,2009-10-17 00:00:00,37427,9825,8658,1,2,4,6,8,3,5,7,3,5,7,1,2,4,6,8,1,3,5,7,9,5,1,3,3,3,3,7,7,7,10,10,10,1,3,3,3,3,7,7,7,7,7,11,37233,30935.0,38835,26005,78513.0,30613,23678.0,27277.0,31013.0,30843.0,31435.0,31432,24226.0,34193.0,23837,23787.0,35443.0,24978.0,33049.0,24005.0,24002.0,31953.0,12,1,9,1,8,16,1,2,0,0,15,7,7,3,61.0,39.0,3,1
2010/2011,1,2010-08-14 00:00:00,51674,10252,8654,1,2,4,6,8,2,4,6,8,5,5,1,2,4,6,8,1,3,5,7,9,5,1,3,3,3,3,7,7,7,7,9,11,1,3,3,3,3,7,7,7,7,7,11,30380,30357.0,161414,24211,24136.0,139671,30892.0,38609.0,38807.0,23354.0,26165.0,36374,35110.0,109897.0,23818,26348.0,36394.0,24223.0,37169.0,34590.0,30734.0,34543.0,8,3,11,8,12,14,1,2,0,0,35,14,16,7,60.0,40.0,3,0
2010/2011,1,2010-08-14 00:00:00,38932,8655,8668,1,2,4,6,8,1,3,5,7,9,5,1,2,4,6,8,2,4,6,8,5,5,1,3,3,3,3,7,7,7,7,7,11,1,3,3,3,3,7,7,7,7,9,11,30622,30658.0,19020,23921,30739.0,23927,186137.0,30342.0,23916.0,25667.0,21613.0,31465,30371.0,23268.0,24216,24846.0,24006.0,39618.0,24011.0,36012.0,30876.0,30735.0,3,8,6,8,17,14,2,1,0,0,16,27,1,3,42.0,58.0,1,0
2010/2011,1,2010-08-14 00:00:00,52373,8559,9879,1,2,4,6,8,2,4,8,6,4,6,1,2,4,6,8,2,4,6,8,5,5,1,3,3,3,3,7,7,7,7,10,10,1,3,3,3,3,7,7,7,7,9,11,23932,26454.0,23783,40128,24728.0,130670,35532.0,33633.0,24455.0,34261.0,23934.0,35477,37266.0,23780.0,26777,33045.0,24020.0,25253.0,30338.0,34574.0,24737.0,24741.0,9,6,4,8,12,12,1,3,0,0,28,26,4,8,50.0,50.0,0,0
2010/2011,1,2010-08-14 00:00:00,39365,8455,8659,1,2,4,6,8,3,5,7,3,5,7,1,2,4,6,8,2,4,6,8,5,5,1,3,3,3,3,7,7,7,10,10,10,1,3,3,3,3,7,7,7,7,9,11,30859,30856.0,26564,30627,38834.0,30631,32345.0,30675.0,37804.0,30822.0,30679.0,36373,49885.0,37428.0,30903,25922.0,24171.0,71502.0,23257.0,23954.0,32734.0,32570.0,7,3,5,6,9,9,1,0,0,0,8,7,3,2,58.0,42.0,6,0
2010/2011,1,2010-08-15 00:00:00,50691,8650,9825,1,2,4,6,8,2,4,6,8,5,5,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,7,7,7,7,9,11,1,3,3,3,3,7,7,7,7,10,10,30660,34036.0,22764,30617,25984.0,30618,38818.0,37262.0,37139.0,30630.0,41175.0,23686,26111.0,26005.0,46539,31291.0,30935.0,26181.0,27277.0,143793.0,3520.0,25537.0,3,8,3,8,14,17,1,3,1,0,13,26,8,11,48.0,52.0,1,1
2010/2011,1,2010-08-16 00:00:00,49586,10260,10261,1,2,4,6,8,2,4,6,8,4,6,1,2,4,6,8,2,4,6,8,5,5,1,3,3,3,3,7,7,7,7,10,10,1,3,3,3,3,7,7,7,7,9,11,30726,24150.0,43248,30865,32569.0,35327,30373.0,24148.0,40945.0,27430.0,30829.0,24227,23579.0,30929.0,24899,37475.0,38831.0,30248.0,24205.0,33852.0,23933.0,47382.0,7,4,9,3,9,7,2,2,0,0,34,11,5,3,62.0,38.0,3,0
2010/2011,1,2010-08-14 00:00:00,55007,8472,8658,1,2,4,6,8,2,4,6,8,4,6,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,7,7,7,7,10,10,1,3,3,3,3,7,7,7,7,10,10,37868,24209.0,24230,30885,30352.0,111930,25150.0,156008.0,38802.0,24157.0,23949.0,24147,24226.0,23837.0,34193,23787.0,35443.0,33049.0,24978.0,77704.0,31953.0,26559.0,2,3,5,4,8,8,3,3,0,0,14,15,3,6,50.0,50.0,2,2
2010/2011,1,2010-08-14 00:00:00,33634,8586,8456,1,2,4,6,8,2,4,6,8,4,6,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,7,7,7,7,10,10,1,3,3,3,3,7,7,7,7,10,10,30455,46403.0,24531,30354,40006.0,30895,24656.0,31097.0,31921.0,30830.0,30348.0,31432,24208.0,30831.0,39027,16351.0,30367.0,36615.0,30598.0,23782.0,37459.0,38817.0,5,6,6,6,13,15,0,2,0,0,26,12,10,3,56.0,44.0,0,0
2010/2011,1,2010-08-14 00:00:00,53471,8602,10194,1,2,4,6,8,2,4,6,8,4,6,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,7,7,7,7,10,10,1,3,3,3,3,7,7,7,7,10,10,30669,23099.0,32581,23334,33138.0,23538,35466.0,25415.0,33620.0,32627.0,34433.0,23794,38899.0,40005.0,40695,35467.0,25668.0,24411.0,23253.0,24773.0,30988.0,38755.0,8,3,7,3,15,12,0,2,0,0,35,23,5,5,53.0,47.0,2,1
2010/2011,1,2010-08-14 00:00:00,57064,8528,8483,1,2,4,6,8,4,6,3,5,7,5,1,2,4,6,8,3,5,7,3,5,7,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,7,7,7,10,10,10,34421,35472.0,11736,25948,111865.0,101192,40015.0,106228.0,22991.0,71550.0,18859.0,24694,24469.0,35554.0,40548,23065.0,39109.0,40563.0,46344.0,23464.0,24772.0,23299.0,7,4,4,5,6,11,1,1,0,0,13,15,6,4,56.0,44.0,0,4
2010/2011,10,2010-10-30 00:00:00,40970,10260,8586,1,2,4,6,8,2,4,6,8,4,6,1,2,4,6,8,2,4,6,8,5,5,1,3,3,3,3,7,7,7,7,10,10,1,3,3,3,3,7,7,7,7,9,11,30726,38994.0,30620,30865,32569.0,40945,24148.0,34944.0,30802.0,70409.0,27430.0,30455,32870.0,38835.0,26108,40006.0,30895.0,31097.0,30818.0,31921.0,30840.0,24635.0,8,6,9,7,11,11,0,3,0,0,5,19,1,4,48.0,52.0,2,0
2010/2011,10,2010-10-30 00:00:00,47396,9825,8654,1,2,4,6,8,4,6,3,5,7,5,1,2,4,6,8,5,2,4,6,8,5,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,5,7,7,7,7,11,30973,26111.0,33812,46539,31291.0,23678,39297.0,3520.0,30613.0,26181.0,25537.0,36374,26256.0,39658.0,24744,26348.0,24223.0,30966.0,37169.0,30734.0,24450.0,26347.0,18,5,7,2,15,19,2,2,0,0,43,18,8,4,54.0,46.0,1,0
2010/2011,10,2010-10-31 00:00:00,31251,10252,8658,1,2,4,6,8,2,4,6,8,5,5,1,2,4,6,8,1,3,5,7,9,5,1,3,3,3,3,7,7,7,7,9,11,1,3,3,3,3,7,7,7,7,7,11,30380,30357.0,24211,24751,24136.0,24780,161414.0,23283.0,30892.0,23354.0,34466.0,24147,24226.0,34193.0,23837,23787.0,35443.0,24978.0,25075.0,77704.0,26169.0,38567.0,3,7,4,4,16,10,2,3,0,0,13,18,2,3,56.0,44.0,0,0
2010/2011,10,2010-10-30 00:00:00,43634,8668,10194,1,2,4,6,8,2,4,6,8,5,5,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,7,7,7,7,9,11,1,3,3,3,3,7,7,7,7,10,10,31465,30371.0,23268,24216,24846.0,77690,24011.0,30839.0,36012.0,30876.0,24160.0,46518,38899.0,40695.0,40005,24408.0,33881.0,24411.0,47418.0,24773.0,42183.0,30988.0,6,0,8,5,14,10,1,1,0,0,6,3,5,2,67.0,33.0,1,0
2010/2011,10,2010-10-31 00:00:00,35980,10261,8472,1,2,4,6,8,2,4,6,8,4,6,1,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,7,7,7,7,10,10,1,3,3,3,3,6,6,8,8,8,11,24229,49571.0,24899,30929,37475.0,24205,38373.0,23933.0,33852.0,24225.0,47382.0,37868,24209.0,34275.0,24230,36786.0,25150.0,156008.0,111930.0,38802.0,113836.0,23949.0,11,6,7,7,10,19,3,6,0,1,26,18,8,6,60.0,40.0,5,1
2010/2011,10,2010-10-30 00:00:00,43938,8602,8456,1,2,4,6,8,2,4,6,8,5,5,1,2,4,6,8,1,3,5,7,9,5,1,3,3,3,3,7,7,7,7,9,11,1,3,3,3,3,7,7,7,7,7,11,30669,23099.0,23091,32581,33138.0,23538,31317.0,35466.0,23225.0,24676.0,23291.0,31432,24208.0,30831.0,39027,36183.0,38807.0,23782.0,37459.0,36615.0,108808.0,30960.0,2,4,5,15,5,14,1,2,0,0,14,13,5,7,57.0,43.0,2,1
2010/2011,10,2010-10-30 00:00:00,49702,8655,8455,1,2,4,6,8,1,3,5,7,9,5,1,2,4,6,8,3,5,7,3,5,7,1,3,3,3,3,7,7,7,7,7,11,1,3,3,3,3,7,7,7,10,10,10,30622,30658.0,19020,23921,30739.0,72735,186137.0,30842.0,23916.0,23927.0,25342.0,30859,31306.0,26564.0,30627,38834.0,30675.0,32345.0,40825.0,37804.0,30822.0,30679.0,6,5,6,6,12,11,2,2,0,0,18,20,3,5,41.0,59.0,1,2
2010/2011,10,2010-10-30 00:00:00,31230,9879,8528,1,2,4,6,8,2,4,6,8,5,5,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,7,7,7,7,9,11,1,3,3,3,3,7,7,7,7,10,10,30633,43247.0,23780,26777,34479.0,24020,30338.0,24664.0,24737.0,30956.0,41008.0,25156,26631.0,41071.0,11736,111865.0,29581.0,129817.0,40015.0,160713.0,49825.0,71550.0,6,3,5,5,8,12,0,0,0,0,20,5,7,1,58.0,42.0,2,0
2010/2011,10,2010-10-31 00:00:00,57924,8559,8650,1,2,4,6,8,2,4,6,8,4,6,1,2,4,6,8,5,2,4,6,8,5,1,3,3,3,3,7,7,7,7,10,10,1,3,3,3,3,5,7,7,7,7,11,23932,26454.0,40128,23783,24728.0,130670,24455.0,35532.0,24372.0,34261.0,23934.0,30660,30617.0,39032.0,22764,24781.0,95327.0,33632.0,25923.0,30618.0,30630.0,30853.0,9,4,6,7,14,12,2,2,0,0,21,16,1,4,50.0,50.0,0,1
2010/2011,10,2010-11-01 00:00:00,45809,8483,8659,1,2,4,6,8,3,5,7,3,5,7,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,7,7,7,10,10,10,1,3,3,3,3,7,7,7,7,10,10,24694,29571.0,40548,35554,23065.0,46344,39109.0,40563.0,23464.0,21853.0,22959.0,36373,49885.0,30903.0,37428,23282.0,23257.0,71502.0,25005.0,23954.0,26494.0,,7,5,11,7,10,10,2,3,0,2,19,8,7,3,57.0,43.0,2,1
2010/2011,11,2010-11-06 00:00:00,39037,10260,8602,1,2,4,6,8,2,4,6,8,5,5,1,2,4,6,8,2,4,6,8,5,5,1,3,3,3,3,7,7,7,7,9,11,1,3,3,3,3,7,7,7,7,9,11,30726,30362.0,30620,30865,32569.0,30645,24148.0,24150.0,39968.0,30802.0,70409.0,30669,23099.0,23091.0,32581,33138.0,23225.0,35466.0,31317.0,23538.0,24676.0,23291.0,8,3,7,3,7,10,1,0,0,0,28,13,3,2,57.0,43.0,2,1
2010/2011,11,2010-11-07 00:00:00,40904,9825,10261,1,2,4,6,8,3,5,7,3,5,7,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,7,7,7,10,10,10,1,3,3,3,3,7,7,7,7,10,10,30973,26111.0,46539,33812,31291.0,23678,143793.0,31013.0,30613.0,26181.0,25537.0,24229,49571.0,30929.0,24899,37475.0,24205.0,38373.0,23933.0,33852.0,47382.0,24225.0,6,2,4,4,16,10,3,1,1,0,52,26,12,2,49.0,51.0,0,1
2010/2011,11,2010-11-07 00:00:00,46594,8650,8455,1,2,4,6,8,2,4,6,8,4,6,1,2,4,6,8,3,5,7,3,5,7,1,3,3,3,3,7,7,7,7,10,10,1,3,3,3,3,7,7,7,10,10,10,30660,154271.0,30617,22764,24781.0,25923,95327.0,37139.0,30618.0,33632.0,30853.0,30859,31306.0,26564.0,30627,38834.0,79574.0,32345.0,40825.0,31906.0,37804.0,30679.0,4,6,3,5,15,15,0,2,0,0,6,24,2,5,34.0,66.0,2,0
2010/2011,11,2010-11-06 00:00:00,51571,8472,10194,1,2,4,6,8,2,4,6,8,4,6,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,7,7,7,7,10,10,1,3,3,3,3,7,7,7,7,10,10,37868,24209.0,34275,30885,36786.0,111930,156008.0,25150.0,38802.0,113836.0,41980.0,46518,38899.0,40695.0,40005,24408.0,33881.0,24411.0,47418.0,24773.0,42183.0,30988.0,2,3,9,11,6,14,0,5,0,0,9,16,6,8,53.0,47.0,2,0
2010/2011,11,2010-11-06 00:00:00,41392,8655,8528,1,2,4,6,8,5,2,4,6,8,5,1,2,4,6,8,1,3,5,7,9,5,1,3,3,3,3,5,7,7,7,7,11,1,3,3,3,3,7,7,7,7,7,11,30622,30658.0,19020,23921,30739.0,186137,72735.0,30842.0,23916.0,23927.0,25342.0,25156,25948.0,41071.0,11736,111865.0,26631.0,40015.0,129817.0,118929.0,29581.0,71550.0,2,8,5,3,13,15,0,2,0,0,12,8,3,6,37.0,63.0,2,1
2010/2011,11,2010-11-06 00:00:00,48480,9879,10252,1,2,4,6,8,2,4,6,8,5,5,1,2,4,6,8,1,3,5,7,9,5,1,3,3,3,3,7,7,7,7,9,11,1,3,3,3,3,7,7,7,7,7,11,30633,43247.0,23780,26777,34479.0,24020,30338.0,24664.0,24737.0,30956.0,41008.0,30380,30357.0,24211.0,24751,24136.0,161415.0,30892.0,24780.0,23354.0,139671.0,139672.0,9,8,5,7,14,6,1,0,0,0,29,27,3,3,52.0,48.0,1,1
2010/2011,11,2010-11-06 00:00:00,55112,8658,8654,1,2,4,6,8,2,4,6,8,4,6,1,2,4,6,8,3,5,7,3,5,7,1,3,3,3,3,7,7,7,7,10,10,1,3,3,3,3,7,7,7,10,10,10,24147,24226.0,34193,23837,23787.0,35443,24978.0,26169.0,77704.0,31953.0,38567.0,36374,26256.0,23818.0,24744,26348.0,30966.0,24223.0,30734.0,26347.0,34543.0,24450.0,5,9,5,10,14,16,0,1,0,0,21,23,3,4,54.0,46.0,2,2
2010/2011,11,2010-11-06 00:00:00,53402,8559,8586,1,2,4,6,8,2,4,6,8,4,6,1,2,4,6,8,2,4,6,8,5,5,1,3,3,3,3,7,7,7,7,10,10,1,3,3,3,3,7,7,7,7,9,11,23932,26454.0,40128,23783,24728.0,130670,24455.0,35532.0,24372.0,34261.0,23934.0,30455,32870.0,38835.0,26108,40006.0,38820.0,97988.0,156727.0,31921.0,31097.0,30830.0,3,1,10,7,13,10,1,0,0,0,20,23,7,5,56.0,44.0,4,2
2010/2011,11,2010-11-07 00:00:00,30515,8659,8456,1,2,4,6,8,2,4,6,8,4,6,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,7,7,7,7,10,10,1,3,3,3,3,7,7,7,7,10,10,36373,23282.0,37428,30903,25922.0,71502,25005.0,23257.0,,23954.0,26494.0,31432,30509.0,30831.0,39027,36183.0,30598.0,23782.0,36615.0,37459.0,38817.0,108808.0,4,5,4,3,11,16,3,4,0,1,11,5,6,1,45.0,55.0,0,2
